id,text,author,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/b8a7c8af-b1b3-5356-9b41-e6d916b2c022,"Just before Thanksgiving, oil was $54 a barrel, down from $82. 'Thank you to Saudi Arabia.'",Donald Trump,03/20/2019,"energy,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/bc8c6bc4-0147-5611-a218-a98a903cfb52,Says President Barack Obama’s homeland security budget had '$16 million to fight climate change' but 'didn't have a line item to fight violent extremism.',Sean Duffy,03/20/2019,"climate change,federal budget,homeland security,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/cf480294-6048-5b25-8d55-0ad7981a370f,"If President Obama signs the Copenhagen climate change treaty, he 'will sign your freedom, your democracy, and your prosperity away forever — and neither you nor any subsequent government you may elect would have any power whatsoever to take it back again.'",Christopher Monckton,03/20/2019,"environment,foreign policy,legal issues",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/f8512fe4-2300-5574-8cf8-2edb8c14fb12,"'Bill Clinton gave North Korea $5 billion and two nuclear reactors in 1994, essentially giving them nukes.'",Viral image,03/20/2019,"energy,foreign policy,history,nuclear",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/9da5e374-f3d7-576f-bc72-f5aaabbfc553,'Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.',Ted Cruz,03/19/2019,"climate change,energy,foreign policy,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/b84d8f7b-893a-5269-b988-032d1cd9d895,Says Hillary Clinton 'negotiated the first agreement — ever — where China and India officially committed to reduce their emissions.',Bill Clinton,03/19/2019,"climate change,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/b8cb500b-3ef6-59dd-a3e7-96391405c4b3,'Fifteen out of the 20 most polluted cities in the world' are in India and China.,Jim Webb,03/19/2019,"climate change,environment,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/f17ad526-dd44-55b2-a9cd-040a528b2b37,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, 'many of whom are our enemies.'",Jeff Greene,03/19/2019,"energy,foreign policy,oil spill",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/cb745120-8eef-5513-9bf2-9c0d622ae51a,'San Juan Teamsters didn't show up for work to distribute relief supplies' because they went on strike.,Bloggers,09/30/2017,"fake news,foreign policy,weather",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/beecf8b2-cbf7-5376-b4c8-b03e9e4424db,A video accurately compares weather reports from Sweden and Iraq.,Dan Evon,07/17/2017,"iraq,islamophobia,sweden,weather,weather report",snopes,MIXTURE
http://data.gesis.org/claimskg/creative_work/b3d69b27-3c54-5d1a-ad8a-da30dae12f31,"'It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced' in the House.",Social Media,03/06/2017,"abortion,education,environment,foreign policy,health care,immigration,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/2061b874-01e6-592d-bea1-fef04ba1ffd8,The Paris Agreement 'is by far the largest number of countries ever to sign an international agreement on a single day.',Ban Ki-moon,04/22/2016,"climate change,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9acabf9d-e1be-50e7-ac72-efe5932e2acf,Says 'the cascading effects' of climate change contributed to the rise of ISIS.,Martin O'Malley,09/10/2015,"climate change,environment,foreign policy,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/14567daf-7cb7-54b9-8a79-6223ad1fe42d,More money is dedicated within the Department of Homeland Security to climate change than what's spent combating 'Islamist terrorists radicalizing over the Internet in the United States of America.',Michael McCaul,05/10/2015,"climate change,homeland security,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ca8288c3-abc4-597c-b5e4-c7a2c4506e33,"'Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.'",Barack Obama,01/28/2014,"energy,environment,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ce79c25e-ff5e-5879-ac73-628491807326,"Despite the U.S. spending $10 billion on Iraq's electrical system, Baghdad still only gets five hours of electricity a day.",George Packer,08/08/2010,"energy,infrastructure,iraq,this week - abc news",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ba7489c8-2e62-5d6a-a3d2-ab67a07579b9,"'The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.'",Bill Nelson,06/11/2009,"energy,environment,foreign policy",politifact,MIXTURE
