id,text,author,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/0c480332-8a70-5692-9e5b-17d366a995da,'U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.',Allen West,03/25/2019,"ebola,foreign policy,military,public health",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0cd328ee-07c6-5710-a862-b72927e0b581,Says 'Marco Rubio didn’t show up' for a vote on his own bill on sanctions against Hezbollah.,Patrick Murphy,03/25/2019,"congressional rules,foreign policy,voting record",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0dfe033e-51a3-5ff5-80bf-9bc055a55ddc,Virginia 'is home to more veterans per capita than any state in America.',Bob McDonnell,03/25/2019,"census,military,veterans",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0e97bfd5-7cd8-5bb6-9c78-82254fb8642b,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgia’s governor and insurance commissioner over obstruction to the Affordable Care Act.",Branko Radulovacki,03/25/2019,"foreign policy,health care",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/100aa7a1-b315-5210-a7f9-534394f1fbaf,'Obama orders ban on Christmas cards to military.',Tdtalliance.com,03/25/2019,"fake news,military,religion,veterans",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/10efd7d9-ef3a-5fca-b8f1-f9a3e08cc3dd,"'Tim Kaine doubled down in his support of devastating defense cuts, saying the ‘the deal was the right thing to do.’'",George Allen,03/25/2019,"deficit,federal budget,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/11b7593c-7d32-5701-9482-f65058663423,'We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain.',Elizabeth Dennigan,03/25/2019,afghanistan,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/130ceda9-13b1-51e0-b500-f3373d1b3946,"Says military commanders have said that if Donald Trump were elected, 'they would not follow his orders.'",Joe Biden,03/25/2019,"legal issues,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/165cd1a4-4475-5154-b8d1-4cc622d21f84,'President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.',Adam Hasner,03/25/2019,"foreign policy,israel,message machine 2012",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/17e9ab63-d9b7-5284-a896-a3d114ef5ae9,'We're spending $1 trillion a year on our foreign policy.',Ron Paul,03/25/2019,"federal budget,foreign policy,military",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/1a9ab1af-d619-5bb1-9f92-2c8cf81b169a,The mobilization of the military in response to the storms in Puerto Rico and the U.S. Virgin Islands 'is the largest ever mobilization of our military in a naval and marine operation' and an Air Force carrier there 'was the first-ever as well.',Tom Bossert,03/25/2019,military,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1cb48a49-2466-5cea-a09f-5f6ad497c5ea,"'Donna Shalala left me with 12 million doses' of smallpox vaccine and 'I created enough' to vaccinate 'every man, woman and child against smallpox in America.'",Tommy Thompson,03/25/2019,"federal budget,homeland security,public health,terrorism",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/1d6bed57-aa94-54e6-bf74-e0277d98523b,'The vast majority of our international commitments take effect without congressional approval.',Joe Biden,03/25/2019,"congress,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1dc0a0a1-7e98-5984-9425-c5dbee9d08e8,"'Obama has been sending taxpayer dollars, at least $350,000 to fund anti-Likud, anti-Netanyahu groups in Israel for (the) election.'",Bloggers,03/25/2019,"foreign policy,israel",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1e08403a-fc62-5884-890f-15bf33472430,'2 million rounds of ammo that ‘went missing’ under Obama turns up in enemy hands',world-newss.com,03/25/2019,"fake news,military",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/1f8e01a8-2e2d-54f7-8ea1-d7447d31ccc3,'The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.',John McCain,03/25/2019,military,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/1fe19a58-d9eb-5ca7-96f5-6fafd980e4cb,Muslim nations did not 'call out' the people who celebrated the 9/11 attacks.,Bill O'Reilly,03/25/2019,"islam,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/20879ac1-ef30-56cc-b82e-329f3fd35e18,Guantanamo Bay detainees will get the H1N1 vaccine.,Sean Hannity,03/25/2019,"health care,pundits,terrorism",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/21cc2124-f6e7-52e1-9cea-8b222bf209dd,Says President Donald Trump 'signs a visa-free travel policy' for Ghana and Malawi.,Bloggers,03/25/2019,"fake news,foreign policy,immigration",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/2378e631-1a43-5b9b-9ffc-d8362674a138,Says Tammy Baldwin is 'more worried about the mastermind of 9/11' than supporting CIA director nominee Gina Haspel.,Leah Vukmir,03/25/2019,"homeland security,patriotism,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/2a4bea05-4a2e-54bd-b395-05a23f4ec454,Says former President Barack Obama 'took similar action against Cuban refugees' as President Donald Trump did in his executive order.,Mario Diaz-Balart,03/25/2019,"immigration,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/2afed0b7-70e0-5f5b-a06d-ffc4e6780873,Says Hillary Clinton 'plans to massively increase admissions (of Middle East refugees) … including a 500 percent increase in Syrian refugees coming into our country.',Donald Trump,03/25/2019,"families,foreign policy,homeland security,human rights,immigration,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/2b440b40-ef05-5e07-9169-de0dd50f4a24,U.S. global AIDS spending helped reduce 'political instability and violence' by '40 percent' in recipient nations.,Tom Daschle,03/25/2019,"foreign policy,public health",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/307166c1-a92e-590c-bf5d-f78e1865dd24,The authors of a report on CIA’s torture techniques 'never interviewed a single CIA official.',Marco Rubio,03/25/2019,"homeland security,human rights,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/33fd7399-6e65-5d26-8d3f-c27d7ecd09a4,Says there's a '100-year-old international norm not to use chemical weapons.',Debbie Wasserman Schultz,03/25/2019,"corrections and updates,foreign policy,history,human rights,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/368b6447-be4a-501d-b2a0-8112d43b5704,'Jason Kander supports [Obama’s] plan to bring the remaining suspected terrorists to U.S. soil.',Roy Blunt,03/25/2019,terrorism,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/3b21066d-1c28-50d5-85a8-5e1f73ebbe0d,The New York Police Department used to have 'surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out.',Donald Trump,03/25/2019,"civil rights,islam,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/3d008117-b31d-53a7-8aed-b20944856bf9,'Just in: John Kerry facing prison.',Conservative Stories,03/25/2019,"fake news,foreign policy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/3e5049c5-8cfe-5b4b-ac02-b5f2c1d1ad4c,"Says that 'Susan Rice, the president's national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.'",Tom Cotton,03/25/2019,"foreign policy,military,nuclear",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/3e609a51-2c8d-51c2-9b1e-cf0f0cb83199,Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid.,Wayne Powell,03/25/2019,"congressional rules,federal budget,military",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/3ec9e131-77b1-5ec2-bc9f-9e5c7ae6bf47,"'Under those eight years before (Barack) Obama came along, we didn’t have any successful radical Islamic terrorist attack in the United States' since Sept. 11, 2001.",Rudy Giuliani,03/25/2019,terrorism,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/412f751d-2a81-56f0-97c2-513e14df4495,'John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.',VoteVets.org,03/25/2019,iraq,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/461a2cfe-02fc-51fb-bf12-e07177a01eb3,'Too many' tattoos 'on visible body parts' keep some applicants out of the military.,Jeb Bush,03/25/2019,military,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/476f93b8-0fc9-5c20-8c6a-588aeead062a,Congress' decision to 'spend less around the world' on embassy security contributed to 'tragedies' like Benghazi.,Ronan Farrow,03/25/2019,"congress,federal budget,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/47f6988a-4510-57b3-83f4-87aa3939fd2e,"'When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.'",Donald Trump,03/25/2019,"foreign policy,nuclear",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/4ad5514d-1fe9-5b5d-8db8-7772dbfc5eec,"'There is currently no ability to vet these people,' referring to Syrian refugees.",Ben Carson,03/25/2019,"foreign policy,homeland security,immigration,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4b160e62-3646-5d13-9af1-e120914a7535,Says Hillary Clinton’s 'State Department blocked investigation into Orlando killer’s mosque.',Bloggers,03/25/2019,terrorism,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/4ca614f3-4b60-5de7-8556-a01db0ae0295,"'An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.'",Organizing for America,03/25/2019,"education,families,immigration,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4d46bf88-6f03-5a80-857e-33aeffddb463,The U.S. military is at risk of losing its 'military superiority' because 'our Navy is smaller than it's been since 1917. Our Air Force is smaller and older than any time since 1947.',Mitt Romney,03/25/2019,"federal budget,history,military",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/527063e9-910b-5cd9-85c0-90be62a64969,'We defied the stand-down orders' during the Benghazi attack.,Mark Geist,03/25/2019,"foreign policy,history,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5418cb30-62b5-5537-b1f2-c646cf50d02b,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, 'the Democrats didn’t make that a partisan issue.'",Hillary Clinton,03/25/2019,"congress,history,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/54467f32-a6a9-593b-888e-1524f727f153,Says Chuck Hagel has called for 'an end to our nuclear program.',Americans for a Strong Defense,03/25/2019,"foreign policy,nuclear",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5465c1cd-6eef-5aff-ba09-0c6d08f35dfd,Says eight Americans died in a knife attack at a Minnesota mall.,Tom Tancredo,03/25/2019,"guns,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/549b0caf-c2d9-5b84-8e69-8b9745bc9780,'I've got five years of experience as a national security staffer in the U.S. Congress.',Jon Ossoff,03/25/2019,"candidate biography,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5510b4c1-7102-59ed-9d6a-cb83c74abea8,Says Donald Trump 'wants us to pull out of NATO.',Hillary Clinton,03/25/2019,"federal budget,foreign policy,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/581dccc1-66d8-5fb0-b030-8bf1d589c9f7,"'15,000 troops will not see their families for #Thanksgiving because of @realDonaldTrump’s Scaravan Stunt. Oh yeah, it’s also costing you 200 million dollars.'",Eric Swalwell,03/25/2019,"immigration,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/590307d4-1691-58c1-9c0f-17b1a0de5b2f,"'Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!'",Chain email,03/25/2019,"history,military,religion",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/595d46c4-def6-504a-8d02-5f92bff6c678,"'There was a Gallup poll in Egypt last year, and 70 percent of Egyptians don't want our money.'",Rand Paul,03/25/2019,"foreign policy,polls and public opinion",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/5a5d23e4-d1de-595e-8979-c8af0f2f4c12,"'In America, radical speech is not a crime.'",Marco Rubio,03/25/2019,"legal issues,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5aa69706-e98d-5b68-a39f-d899cf482c63,"Says Sidney Blumenthal wrote that the Benghazi attack was 'almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya.'",Donald Trump,03/25/2019,"foreign policy,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/5ad01b09-339b-5661-aca9-c452b37c5d9c,"'Just like Hillary Clinton,' Russ Feingold had a 'run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation --  while plotting another run for U.S. Senate.'",Republican Party of Wisconsin,03/25/2019,"campaign finance,ethics,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5ae91529-77e5-56af-b2a4-9e6c92986d27,The estimated price of President Trump’s border wall is the same as the cost of 'one and a half aircraft carriers.',Scott Peters,03/25/2019,"federal budget,homeland security,immigration,military",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/5bf84b66-1750-52fb-8336-b3d3a3c6fea3,"'I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.'",Donald Trump,03/25/2019,"foreign policy,military,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/5ef63dc3-2dad-58d5-86f3-d38071940623,'We've seen priests beheaded by the Islamic rebels on the other side. We've also seen an Islamic rebel eating the heart of a soldier.',Rand Paul,03/25/2019,"corrections and updates,foreign policy,military,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5f9e5019-508b-58b0-a4ac-96801bd43b24,"'First, he (Obama) opposed the surge. Then he confidently predicted that it would fail. Then he tried to prevent funding for the troops who carried out the surge.'",John McCain,03/25/2019,iraq,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/60f2ab4b-042a-5e4f-85e7-1f9615bfac6a,The federal government 'can cut all of the non-military discretionary spending and not balance the budget.',Rand Paul,03/25/2019,"deficit,federal budget,medicare,military,social security",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/61617f83-7f15-57c1-8201-edadce08fe5e,"'McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.'",Democratic National Committee,03/25/2019,foreign policy,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/62c4a4c9-a471-596a-b11f-ca34a98a7380,'Franklin Roosevelt (was) the last president to come to the Congress to ask for permission to engage into war.',Charles Rangel,03/25/2019,"foreign policy,legal issues,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/62e97330-af5f-5559-ae83-934653c9d6a1,'Ukraine voluntarily gave up its nuclear weapons because the United States of America' said it would 'ensure (its) territorial integrity from Russia.',Ted Cruz,03/25/2019,foreign policy,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/676970af-3a22-5c35-b035-1db8c50092e8,"'Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.'",Mike Thompson,03/25/2019,"guns,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/692768ae-97f1-5935-8e5a-3dfe9aa5b206,"Says Kentucky Rep. Andy Barr 'would let shady payday lenders take advantage of our troops' and that he took '$36,550 from payday lenders.'",With Honor,03/25/2019,"families,military,veterans",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/6dcb7ab1-e382-59fa-a957-ec68b728dd7e,"'With her solution, terrorists can still today — and by the way ISIS knows it, they have been advertising it — buy guns online and at gun shows in the United States of America.'",Maggie Hassan,03/25/2019,"guns,islam,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/6fb293f3-6dee-54d7-988b-bb090da8e4d7,"In the first 24 to 36 hours of the operation in Libya, 'you saw $115 million go downrange because a Tomahawk cruise missile is a little over $1 million each.'",Allen West,03/25/2019,military,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/71b5c61e-86a7-57f5-b696-a6c9dca4dae0,'Libya supplies the oil for China. We get no oil from Libya.',Donald Trump,03/25/2019,"china,energy,foreign policy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/71c1b0ed-9b88-5c3e-bce9-285374ff4652,'A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.',Marcy Kaptur,03/25/2019,"afghanistan,energy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/7529581f-a2a0-5513-abbb-c8ff28225353,'Assault rifles already are banned.',Ron Johnson,03/25/2019,"government regulation,guns,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/778ee738-783e-5136-a07f-4eb7c8d950c1,Mexico has 'very strong border laws -- ours are pathetic.',Donald Trump,03/25/2019,"foreign policy,immigration,legal issues",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/7b5e8d78-46c0-595d-a6a0-d39cb54752ab,"Says Bill Clinton 'gave a speech in 1996 about Iraq having WMDs' and said 'we needed a regime change,' even though everyone blamed those things on George W. Bush.",Facebook posts,03/25/2019,"foreign policy,history,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/7ebd81ed-b636-50a6-a87f-8682cd3b848b,Says President Barack Obama said 'that American exceptionalism is no more exceptional than the exceptionalism of any other country.',Rudy Giuliani,03/25/2019,"foreign policy,patriotism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/80d0f009-fc94-56b6-bde2-7dbbad9c2aec,"'Since NAFTA’s adoption, the United States racked up trade deficits totaling more than $2 trillion.'",Donald Trump,03/25/2019,"foreign policy,trade",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/8314f547-c992-5443-bc21-38b869646855,'Casualties and deaths are at (their) lowest point since literally the beginning' of the war.,John McCain,03/25/2019,iraq,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/859b4317-8c67-5c93-b010-653d3c3077c9,"'John McCain intervened, which helped Airbus get that Pentagon contract.'",Campaign Money Watch,03/25/2019,"ethics,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/8739ab71-b8e5-52bb-be36-64255fa7e9c7,"'We waterboard, incidentally, hundreds of our own military personnel. They waterboard themselves in training to toughen themselves up.'",Duncan Hunter,03/25/2019,military,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/88b55671-265b-5d8a-aca6-30bcd23e8053,"'The Kingdom of Saudi Arabia, whose government has important business and policy before the president of the United States, has already spent hundreds of thousands of dollars at the Trump International Hotel.'",Karl Racine,03/25/2019,"ethics,foreign policy,transparency",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/8974f52c-a6b0-59f3-9025-093e24e90526,"'It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.'",Michael J. Gardiner,03/25/2019,"afghanistan,federal budget,iraq,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/8a3febd8-f124-5e00-a65a-b9713a273a3b,Algeria 'wanted to be taken off of the terror list' at the time it made an unreported donation to the Clinton Foundation.,Joe Scarborough,03/25/2019,"ethics,foreign policy,homeland security",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/8ab45f09-f1fc-578f-99c7-b36ae25533ec,Says it’s 'an old wives’ story' that Margaret Thatcher told George H.W. Bush not to go wobbly.,Dick Cheney,03/25/2019,"foreign policy,history,iraq",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/8cdc6d19-666d-57c9-b68f-5e2f0db63caf,"With North Korea, 'nobody has ever seen such a positive response on our behalf from China.'",Donald Trump,03/25/2019,"china,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/8e2120e1-2ad8-5177-bec2-231c45a4b9b9,'The Russians didn’t wear uniforms when they came in' to Ukraine.,Chris Matthews,03/25/2019,"foreign policy,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/91179740-179d-5c96-b7c9-3f18fd3fa765,'McCain got more money from Airbus' U.S. executives than any other politician.',Campaign Money Watch,03/25/2019,"ethics,military",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/914f9b66-8989-5f10-9206-2d421fbf7f4d,"Says Barack Obama is a 'hypocrite' for criticizing President George W. Bush’s 'drone attack program,' then using it aggressively as president.",John Fleming,03/25/2019,"foreign policy,military,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/9371d344-d215-5725-993a-92ce779de04c,"'Look, we are at war with these people and they don't wear uniforms. … This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.'",Donald Trump,03/25/2019,"immigration,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/93dc3f41-e8d7-59d1-966f-2d18e49865d9,'I know that Hillary on occasion has said — just last year said this (NAFTA) was a boon to the economy.',Barack Obama,03/25/2019,foreign policy,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/947e1ee7-d1e0-5b81-9be2-5f1f91f212bf,China is 'trying to develop nuclear capability.',Herman Cain,03/25/2019,"china,foreign policy,military,nuclear",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/9579f664-920f-50d4-9f0c-858dbed80864,"'There are close to 900,000 unemployed veterans in America right now.'",Sanford Bishop,03/25/2019,"economy,military,veterans",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/98ef9864-8af8-5bf9-86e5-153d2ceea8be,"'Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of' the Benghazi incident.",Barack Obama,03/25/2019,"foreign policy,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9905b138-8974-5dbb-8386-2cc716a0fe01,'There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.',Lawrence O'Donnell,03/25/2019,"foreign policy,pundits",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/99a4f0d7-0c0a-5d03-9983-717e227491ee,"'In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there.'",Alan Grayson,03/25/2019,afghanistan,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9a037327-cbf7-5822-9fb8-be6f2c2c72e2,'For the cost of the Iraq War we could’ve ended world hunger for 30 years.',Facebook posts,03/25/2019,"hunger,iraq",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9aef8af6-ce13-5568-b13d-87fbf06f3438,A president must 'obtain Congress' consent before formally accepting the Nobel Prize.',Ginny Brown-Waite,03/25/2019,"foreign policy,legal issues",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9bc3822f-d72b-530c-9729-bcaeb846e4b5,"'During the George W. Bush period, there were 13 attacks on various embassies and consulates around the world. Sixty people died.'",John Garamendi,03/25/2019,"foreign policy,history,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9d9f6c48-6601-5ff5-862d-653f88e7d494,Barack Obama 'refuses to acknowledge Jerusalem as the capital of Israel.',Republican Jewish Coalition,03/25/2019,"foreign policy,israel",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9ed2d6d4-6a3c-5f46-ad89-62f5d20b5ddd,'One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth.',John McCain,03/25/2019,iraq,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/a0e9bc3a-83f8-5381-891f-57b0674ed56a,'The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.',Ted Cruz,03/25/2019,terrorism,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/a293b9e1-f1c6-5aad-ab1a-f24bab673a28,'We're not allowed to read it (the Trans-Pacific Partnership) before representatives vote on it.',Martin O'Malley,03/25/2019,"congressional rules,foreign policy,trade,transparency",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/a2beef08-41ed-5f6c-9faf-af98f7e4b19b,"Says that U.S. Rep. Andy Barr was 'even dismissing the importance of military service' by saying, 'We both served our country. I’ve served in a position where ideas matter.'",Democratic Congressional Campaign Committee,03/25/2019,"military,veterans",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/a3069960-399a-567f-b47f-f2a03614c6a0,"Hillary Clinton said, 'with a straight face, that the terrorist attacks this weekend were caused by Donald J. Trump'",Newt Gingrich,03/25/2019,terrorism,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/a34983ef-835e-5b0f-92d9-aa0073d50492,The White House had a live video feed of the Benghazi attacks as they occurred.,David Dewhurst,03/25/2019,"crime,criminal justice,foreign policy,terrorism",politifact,FALSE
