id,text,author,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/5097cf13-ba26-5f29-9d02-7776d47f2b33,"'For his first interview as president, Barack Obama chose Arab TV for an apology.'",Secure America Now,07/04/2019,"foreign policy,message machine 2012",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/d7ffe12a-9fb4-58f3-bc7f-df38091d8864,Says Gov. Scott Walker’s budget 'includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $2.3 billion over the next decade.',One Wisconsin Now,06/24/2019,"state budget,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/8f208bfe-4596-571b-8b46-1369dcdf833c,Says 'Oregon is one of only three states that allow the use of gillnets on inland waters.',Stop Gillnetting Now,05/30/2019,"environment,jobs,message machine 2012,recreation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/5f33fe7e-3132-507a-ab0e-3c2c7a8270b4,"In the past year, DeKalb has 'attracted and retained more than 2,300 jobs.'",Lee May,05/26/2019,"economy,jobs",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5219be80-bbf4-5ed3-a093-7b3746dc7894,"Says Demond Means, 'turnaround district' superintendent for Milwaukee Public Schools, said the district 'needs to be gutted.'",Wisconsin Jobs Now,04/28/2019,education,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/b1108617-7669-5dc5-ba7c-b7708d99ce62,Says George Norcross said the 'TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$.',R2RMerge,04/15/2019,"education,state finances",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0fa5ec50-b10c-51bf-a0a8-9cb71234a2c2,Says Hillary Clinton 'makes more per hour at a speaking gig than the average CEO does in a year.',Glenn Beck,03/27/2019,"income,wealth,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9f272968-19c1-59c1-a3a4-cc53fc6e372a,"'Under Randi Shade,' Austin has 'had the highest cost of living of any large Texas city.'",Better Austin Today Political Action Committee,03/26/2019,economy,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ce803d35-bd57-5af0-bb23-ce53b1e701e3,"The delay in school testing 'was not that of a vendor, the problem was not that of the test materials itself, it was the product of a cyber attack.'",H. Marlene O'Toole,03/26/2019,education,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/d1bbc551-46da-54a9-a523-a0b01750e232,Arizona is spending 'less on a per-capita basis than every single state in this country in higher education.',Michael M. Crow,03/26/2019,education,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/fcb61cad-fb56-5007-9ec1-3598f7bde577,"NDP: “Canada went from 2.5 million protected lakes and rivers, down to just 159 under the Conservatives.” - FactsCanada",New Democratic Party,03/26/2019,"environment,ndp",factscan,OTHER
http://data.gesis.org/claimskg/creative_work/0001a691-f0fb-5947-a9d7-3d1c1e6feffa,"Says Texas has so few gas-pump inspectors in the field, 'the HEBs of this state, the Brookshires of this state, they're calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.'",Hank Gilbert,03/25/2019,"consumer safety,energy,job accomplishments",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/00898e50-19f8-5408-a32f-e467deeb148e,"'A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.'",Barack Obama,03/25/2019,"corrections and updates,debates,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/00b081e7-05be-5eaa-9145-83c1c53fcef0,Russia and China are 'doing naval exercises together someplace.',Donald Trump,03/25/2019,"china,foreign policy,terrorism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/00c5872f-a35f-515b-887c-56539c0d4f1c,Says Travis County's unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,Sarah Eckhardt,03/25/2019,"corrections and updates,economy,jobs,poverty",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/01049a6b-8be8-5b78-bcc1-555257f759bd,"'The president said he’s going to bring in 250,000 (Syrian and Iraqi) refugees into this country.'",Sean Hannity,03/25/2019,"foreign policy,immigration,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0169018a-f76b-5187-baaa-20523cee082c,"'70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.'",Kathy Castor,03/25/2019,"children,education,federal budget,poverty",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/01d22f26-7fbb-5980-91aa-36a1312e3d68,Says Donald Trump 'publicly invited Putin to hack into Americans’ (emails).',Hillary Clinton,03/25/2019,"civil rights,crime,foreign policy,homeland security,technology",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/01f55190-8677-5331-ab2a-f431ac26127a,'Foxconn tax break could exceed $1 million per job.',Jennifer Shilling,03/25/2019,"corporations,jobs,state budget,state government spending,taxes,technology",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0275e859-7078-526c-a26a-3c9b5830e1b5,'Al Franken said almost exactly what Trump said' about John McCain’s military record.,Rush Limbaugh,03/25/2019,"military,patriotism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/03047945-06d7-5acf-90c9-55a2b25344c4,'Mayor Fung wants to punish our children's education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.',Richard Tomlins,03/25/2019,"children,city budget,deficit,education,state budget,taxes",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/032f9cee-aa0f-5afb-89c6-ee97fca2589a,"Since 1978, college 'tuition nationwide has gone up something like four times the rate of inflation.'",Scott Walker,03/25/2019,education,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/03608307-8d9b-5e3b-8282-f19f0069b27d,'Now we have ISIS coming over the (U.S.-Mexico) border.',Jeff DeWit,03/25/2019,terrorism,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/04302c53-7230-53b5-8ee4-fd446cdc6e46,The Every Student Succeeds Act 'did away basically with Common Core.',John McCain,03/25/2019,education,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/043f807f-91a0-53c8-b3ea-609b260452ad,Planned Parenthood is 'nothing more than a referral service. … They don’t do anything except profit from killing babies and then selling body parts of those aborted babies.',Dan Patrick,03/25/2019,"abortion,health care,public health,state budget,state finances",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/046ba204-4d85-5247-9218-ae02593df5db,The University of Wisconsin System  'is larger than any business in the state of Wisconsin.',Dale Kooyenga,03/25/2019,state budget,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/04c1b635-0ede-5e75-9e2b-7bdf93c34ee0,"'When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.'",Barack Obama,03/25/2019,"economy,history,jobs,message machine 2012,states",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/04d5eebd-276a-5fa6-b2ec-8da6cea3c702,Says Iowa Senate candidate Joni Ernst 'promises to shut down the Department of Education and abolish the EPA.',League of Conservation Voters,03/25/2019,"education,environment",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/055a9aaa-2824-5577-ba34-a5284d1fff10,'The pass rate for a high school level test to join the military' is 35 to 40 percent.,Jeb Bush,03/25/2019,"education,military",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/057731a9-b29b-58c0-a417-f682ab125784,'I said no to these big bank bailouts.',Lloyd Doggett,03/25/2019,"economy,message machine 2010,voting record",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/05829758-2237-5346-8477-ea09bc7d4e38,'It is more difficult to obtain a Costco membership than it is to get a NYC Municipal ID',"Ron Castorina, Jr.",03/25/2019,"immigration,terrorism",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/05b716c3-07f5-5da9-b595-ebde5274f475,Says Donald Trump has outlined 'policies that read like a Kremlin wish list.',Michael Morell,03/25/2019,"candidate biography,economy,energy,foreign policy,history,human rights,military,trade,transparency",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/06329bb3-082e-56ef-a5c9-eb848cce188b,Members of Congress 'receive full pay retirement after serving one term.',Chain email,03/25/2019,"federal budget,income,public service,retirement,social security",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/064b64a7-b9a0-55bd-b5e3-415536f4df97,Says Rep. Paul Ryan’s budget proposal 'would effectively double the interest paid out on existing and future student loans.',Loretta Weinberg,03/25/2019,"education,federal budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/065b8976-4785-52f4-95fb-2998223b7426,Virginia is 'the No. 1 recipient of federal dollars.',Terry McAuliffe,03/25/2019,"economy,federal budget,state budget,states",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/06d24611-690a-5fc6-9ce9-f24b494c64d5,"Says Tom Nelson 'backed higher taxes on Social Security, costing Wisconsin seniors $95 million.'",Mike Gallagher,03/25/2019,"income,retirement,social security,state budget,taxes",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0704b547-a8db-562d-b066-b56fd64c9e24,"'I led the fight to require the Coast Guard to buy their engines from us, not foreign companies.'",Tammy Baldwin,03/25/2019,"federal budget,jobs,message machine 2012,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/07134c4c-e5a7-534f-bb71-fea7d6692371,"'Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.'",Alberta Darling,03/25/2019,"deficit,state budget,state finances,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/07759740-fa16-51bd-9155-316983093e1b,"Says this month’s special session will cost the state $27,300 a day just for legislators’ daily living expenses.",Jason Isaac,03/25/2019,"government efficiency,state finances",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/07c57107-fad8-59fe-b037-6148d0c82ff8,"'The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.'",Shirley Turner,03/25/2019,pensions,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/084d90ce-e7d5-51d1-bd26-f5819881c3b6,Says Tony Evers 'allowed a middle-school teacher found guilty of spreading pornographic material at school to keep teaching students.',Republican Party of Wisconsin,03/25/2019,"children,education,sexuality",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/08a72be8-6454-5c84-bca0-390ea975fea8,Says there have been no cases of wolves killing people in Rocky Mountain states.,Oregon Department of Fish and Wildlife,03/25/2019,environment,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/08f7bec7-6552-5c83-ab38-258830e646c7,'The climate hasn't warmed in quite a few years. That is proven scientifically.',Ron Johnson,03/25/2019,"climate change,environment,weather",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0918b967-ab47-52e4-9740-33a7a85a4c1e,'They talk about this problem with binding arbitration. It doesn’t make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then they’re on the plane back to Los Angeles.',John Kasich,03/25/2019,"elections,government efficiency,labor,unions",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/095a77a2-e8ab-53ce-bb26-192c6cfee786,"'Savings that I achieved' helped fund cameras on the border. 'As a result, more than 21,500 arrests have been made and 46 tons of narcotics confiscated.'",Todd Staples,03/25/2019,"crime,immigration,state budget,state finances",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0999fb2a-76b3-5260-a092-28522aff028b,Says Ron Johnson 'helped companies ship jobs overseas.',Russ Feingold,03/25/2019,"foreign policy,jobs,trade",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/09a04517-e861-514e-952c-e012f6da9778,"Says that in his first two years, 'Wisconsin has seen its best two-year job growth in a decade.'",Scott Walker,03/25/2019,"economy,job accomplishments,jobs",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/09cfe545-3e54-5e4c-9749-317e1ba42df5,Providence's port is '200 miles closer to Europe than any other Eastern port.',James Bennett,03/25/2019,"economy,infrastructure,trade,transportation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/09f53ad2-126b-58aa-93f4-94c63e563135,"'(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.'",Loretta Weinberg,03/25/2019,"retirement,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0a0b0e94-c075-5e08-b7e4-00c244440252,'Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead.',Rick Boucher,03/25/2019,"education,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0a227422-c645-5cbd-9b0e-8aae019c3767,'We cut our deficits by more than half.',Barack Obama,03/25/2019,"deficit,economy,federal budget",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/0b29ae5c-80d0-55cd-b8ab-f9f278d85cfc,'Every Florida teacher gets a pay raise.',Rick Scott,03/25/2019,"corrections and updates,education,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0b63c935-10c2-506d-afa5-e58f16b4257a,'My opponent supported policies that increased tuition by 18 percent.',Scott Walker,03/25/2019,"education,state finances",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0becb043-53a9-5b74-999d-32f2e6a8a9fc,'The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.',Nina Turner,03/25/2019,"economy,housing",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/0bf9be05-027e-5b72-b2dd-8c33035543c6,"In the 38 Studios deal, 'Wall Street investors took a risk, and went bust.'",Allan Fung,03/25/2019,"bankruptcy,debt,economy,history,job accomplishments,message machine 2014,negative campaigning,state budget,state finances,taxes",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0c480332-8a70-5692-9e5b-17d366a995da,'U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.',Allen West,03/25/2019,"ebola,foreign policy,military,public health",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0cd328ee-07c6-5710-a862-b72927e0b581,Says 'Marco Rubio didn’t show up' for a vote on his own bill on sanctions against Hezbollah.,Patrick Murphy,03/25/2019,"congressional rules,foreign policy,voting record",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0d1c1d82-b23e-59ae-8f1f-dba93fe450ac,"'(Jeff) Atwater's busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish it's dubbed the 'Taj Mahal,' $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.'",Loranne Ausley,03/25/2019,"crime,message machine 2010,state budget",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0d3883f3-161a-5fad-b09e-c24f8878a931,There are 86 languages spoken at Miami Dade College.,Newt Gingrich,03/25/2019,"diversity,education,immigration",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/0da30892-8ab2-5250-99b4-a7cdd29086a7,State support for local schools per pupil has decreased by at least 25 percent over the past decade.,EmpowerED Georgia,03/25/2019,"education,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0ded438f-382d-5544-ae0f-453153e0821f,"Graduation rates in Buffalo’s school district, which were 'around 48 percent are now up to 64 percent' since Say Yes Buffalo launched.",Byron Brown,03/25/2019,education,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/0dfe033e-51a3-5ff5-80bf-9bc055a55ddc,Virginia 'is home to more veterans per capita than any state in America.',Bob McDonnell,03/25/2019,"census,military,veterans",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0e25ab07-db13-5b0e-a275-02e692d88727,"Says he worked with the Democratic legislature to balance spending with revenues so that 'at the end of my four-year term, the rainy day fund was established at more than $2 billion.'",Mitt Romney,03/25/2019,"economy,new hampshire 2012,state budget,state finances",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0e8e6509-e884-57af-9c47-9210a8c9f59f,The United States' regulations 'are among the most difficult in the world.',Rick Scott,03/25/2019,"economy,environment,health care,regulation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0e97bfd5-7cd8-5bb6-9c78-82254fb8642b,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgia’s governor and insurance commissioner over obstruction to the Affordable Care Act.",Branko Radulovacki,03/25/2019,"foreign policy,health care",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0eeac47e-256f-576a-9ed6-52d1b5c9d2b3,"Says her campaign platform includes the 'biggest investment in new, good-paying jobs since World War II.'",Hillary Clinton,03/25/2019,"economy,education,energy,federal budget,income,infrastructure,jobs,technology",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0ef407b4-625a-5cd3-addd-c7cb5b9b956f,'We now have our kids go to school about a month less than most other advanced countries.',Barack Obama,03/25/2019,education,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0f6c6dbc-1f86-5cc8-8521-65580d575774,Says Stacey Evans 'voted for (school) vouchers...in the beginning.',Stacey Abrams,03/25/2019,education,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0fb9ec95-69c7-5fa2-837e-bd2061e483f6,"'If anyone should know irresponsible it should be Senator Buono. She’s the one, her budget left us with a $2 billion budget deficit in fiscal 10 that I had to fix. Her mistakes. And for fiscal year 2011 an $11 billion budget deficit. Her mistakes, along with her partner Jon Corzine.'",Chris Christie,03/25/2019,"debt,state budget,state finances",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0ff1ef63-7a41-5246-86ac-e43d3b39a782,'More college graduates are living at home than in decades.',Andrew Cuomo,03/25/2019,"debt,education,housing",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/100aa7a1-b315-5210-a7f9-534394f1fbaf,'Obama orders ban on Christmas cards to military.',Tdtalliance.com,03/25/2019,"fake news,military,religion,veterans",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/108b6210-937f-5eee-b0a4-8ef5cc0851e5,"Says he 'brought 1,200 jobs to Texas by moving his factories here from China.'",Farouk Shami,03/25/2019,"economy,job accomplishments",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/10c389e0-91ee-5b2a-a8c4-c592fde3a9ec,"Says Romney wants to 'take away early childhood education, slash K-12 funding, and cut college aid … to pay for a $250,000 tax break for multi-millionaires.'",Priorities USA Action,03/25/2019,"education,message machine 2012",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/10efd7d9-ef3a-5fca-b8f1-f9a3e08cc3dd,"'Tim Kaine doubled down in his support of devastating defense cuts, saying the ‘the deal was the right thing to do.’'",George Allen,03/25/2019,"deficit,federal budget,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/11b7593c-7d32-5701-9482-f65058663423,'We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain.',Elizabeth Dennigan,03/25/2019,afghanistan,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/11cb5b1d-b389-518d-bc60-dfff348450d9,"'Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.'",Steven Schale,03/25/2019,"federal budget,state budget",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/130ceda9-13b1-51e0-b500-f3373d1b3946,"Says military commanders have said that if Donald Trump were elected, 'they would not follow his orders.'",Joe Biden,03/25/2019,"legal issues,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/133b81b2-ede0-56f0-a879-0284049352c1,'Charlie Crist allowed college tuition to increase up to 15 percent every year.',Rick Scott,03/25/2019,"education,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1350a41b-ada4-58e4-9547-5232fca22f91,'The only reason the unemployment rate is going down is because … twice as many people dropped out of the employment pool as the number of jobs were created.',Newt Gingrich,03/25/2019,"economy,jobs,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/13a4a920-4877-5b37-b59c-51e17d25dd3f,"Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and 'we spend $100,000 on their education in those four years, more than is spent on any other set of students in the United States.'",Chris Christie,03/25/2019,education,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/13bb1be5-8516-5033-913b-0c6491451b79,"If public employees don’t pay more for benefits starting April 1, 2011, 'the equivalent' is 1,500 state employee layoffs by June 30, 2011 and 10,000 to 12,000 state and local government employee layoffs in the next two years.",Scott Walker,03/25/2019,"labor,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/13cb7a53-9f42-52b9-ab5c-314ce52f7559,He has 'ushered in $3 billion in new investment.',David Cicilline,03/25/2019,"candidate biography,economy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/13f07672-3483-5dfa-9987-cd81da2fe634,Says Texas wildfires are linked to climate change.,Barack Obama,03/25/2019,"climate change,environment",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/141d11ee-5523-589d-b9cd-ad19be5b7c2d,"'There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs.'",Will Herring,03/25/2019,"animals,environment",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1467f492-30db-54f8-91e6-a677159a06ed,"'More than 400 car crashes occur each year on the current, congested Columbia River Bridge.'",Dennis Richardson,03/25/2019,"infrastructure,transportation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/14a18d37-85eb-562d-be4d-210fb3aba114,'Only three in 10 Texas doctors are currently accepting new Medicaid patients.',Rick Perry,03/25/2019,"federal budget,health care,medicaid,public health,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/15062f54-0dfc-5e84-a83a-ba606e1424e8,Says Barbara Buono 'voted to raise her own pay 40 percent.',Chris Christie,03/25/2019,state finances,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/15c1a381-8017-5470-9769-8230438fccef,'The University of Wisconsin System budget is the biggest it has ever been.',Scott Walker,03/25/2019,"education,state budget,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/15e594d6-35af-5b40-bbdd-bedcff8a3489,Says about 25 Texas cities and 39 states have banned texting while driving.,Tom Craddick,03/25/2019,"public safety,transportation",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/15eb41be-2494-5774-905c-f191811415e8,"'Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.'",Freedom Partners Action Fund,03/25/2019,transportation,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/165cd1a4-4475-5154-b8d1-4cc622d21f84,'President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.',Adam Hasner,03/25/2019,"foreign policy,israel,message machine 2012",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/16cabafa-540c-5205-8884-67556c4a98af,'Our children do not spend any time in school learning about our own U.S. Constitution.',Dan Flynn,03/25/2019,education,politifact,FALSE
http://data.gesis.org/claimskg/creative_work/16cc6e01-ee54-562d-a279-dd9ca1e13022,'Check out the record of #jobs created by #TaxCuts 7.8 million new jobs after Bush’s 2003 tax cuts 12 million new jobs after Kennedy's 1964 tax cuts 14.8 MILLION new jobs after Ronald Reagan’s tax cuts in 1981.',Jason Smith,03/25/2019,"economy,jobs,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/17c8b3fa-8bb1-5781-972b-abd44b2f47a5,"Says she 'would bring 186,740 new jobs to Wisconsin' and 'Donald Trump would cost Wisconsin 61,050 jobs.'",Hillary Clinton,03/25/2019,"economy,jobs,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/17e9ab63-d9b7-5284-a896-a3d114ef5ae9,'We're spending $1 trillion a year on our foreign policy.',Ron Paul,03/25/2019,"federal budget,foreign policy,military",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/17f791d9-6832-5f7e-8f4f-4672a9f517a3,"'...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.'",Dave Brat,03/25/2019,"education,federal budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/19dcc89f-2024-5b04-846a-f0e7255583cf,"After hearing 'the frustrations parents and teachers have with the FCAT,' next year 'we begin improving our testing system.'",Rick Scott,03/25/2019,economy,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1a7e5c8c-8d70-51f9-b415-302e6c2ec2c5,"'For every one mile of light-rail track that will be built, 16 miles of new road capacity will be built.'",Colleen Kiernan,03/25/2019,transportation,politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1a9ab1af-d619-5bb1-9f92-2c8cf81b169a,The mobilization of the military in response to the storms in Puerto Rico and the U.S. Virgin Islands 'is the largest ever mobilization of our military in a naval and marine operation' and an Air Force carrier there 'was the first-ever as well.',Tom Bossert,03/25/2019,military,politifact,MIXTURE
