id,text,author,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/6aa7bbcb-e220-5f03-a59b-3928fa5a6ee6,"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants 'not to the highest bidder, but to the biggest donors' with no oversight.",Fred Clark,03/25/2019,"energy,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/7fd36524-49b6-510d-861e-88feb2632546,Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.,Diane Allen,03/25/2019,"cap and trade,climate change,economy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/ab67cb78-07cd-5963-ba9a-5d804a338e40,"New carbon regulations will increase electric bills by '$17 billion every year' and 'potentially put an average of 224,000 more people out of work every year.'",John Boehner,03/25/2019,"climate change,economy,environment,government regulation,jobs,regulation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/af60b2d7-f5a0-56a7-82df-a5827420e062,Houston is 'the third-most toxic city in the United States of America.',Farouk Shami,03/25/2019,"economy,energy,environment",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/c286175b-33a9-571b-8403-0ead249dfb03,"About 750,000 people die in China each year from auto emissions.",Nancy Pelosi,03/25/2019,"environment,foreign policy,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/c871007a-2c58-59f0-9818-c617790e1b13,"Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants 'not to the highest bidder, but to the biggest donors' with no oversight.",Nancy Nusbaum,03/25/2019,"energy,state budget,state finances",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/e6d0a72f-b4c6-5775-be6b-e4f090f160e1,"'Obama did not open new lands to offshore drilling – all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.'",House Natural Resources Committee Republicans,03/25/2019,"economy,energy,environment,florida,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/fe3f4cff-f7da-50cc-b70c-957bf2dd7e77,"President Barack Obama 'has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.'",Newt Gingrich,03/25/2019,"economy,energy,history,jobs,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/251bceba-7dfd-5ed8-8645-3bf25fca195b,"'Most of West Virginia is still owned, in excess of 90 percent, by out-of-state interests.'",Bob Kincaid,03/24/2019,"environment,public health,wealth",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/340ebd68-e5a4-5472-96a9-17573d757520,'We have more people working in clean and green energy than in oil and gas in this country.',Sheldon Whitehouse,03/24/2019,"economy,energy,environment,jobs,labor,technology",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/3bb0424b-9b3a-5209-860f-3c0b286a461d,'Wind power is the most undependable form of renewable energy.',James O'Neil,03/24/2019,"economy,energy,environment,science,technology",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/403aeba0-eaf0-578e-b123-66b5919b0a92,Says Barack Obama 'promised' gasoline at $2.50 a gallon.,Lenny Curry,03/24/2019,"energy,gas prices,transportation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/62e9049a-4657-5eee-9eb4-5fe527216c12,Says Rick Scott 'cut $700 million from water management.',Florida Democratic Party,03/24/2019,"environment,state budget,water",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/89527b85-53be-5c8b-a0df-e0f92559e44c,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",Bob Seger,03/24/2019,"economy,environment,jobs",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/903c91c2-71b0-55dd-8591-df31415a6fe5,"'When the price for oil goes up on the markets, it goes right up, but it never goes down.'",Charles Schumer,03/24/2019,"economy,energy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/9129d92e-5781-502f-8723-d1eda1d13f42,'Deepwater's own testimony . . . is they said they'll create six jobs.',Patrick Lynch,03/24/2019,"economy,energy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/938e8520-eb46-51f9-ac41-62a7038fe075,'RIPTA has really some of the fullest buses for its transit agency size around the country.',Abel Collins,03/24/2019,"economy,energy,environment,infrastructure,state budget,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/953856cf-6705-573c-89f2-d40533f922c4,"'When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon.'",Michael Riley,03/24/2019,"energy,gas prices,government regulation,transportation,voting record",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9c92c4e7-e592-573f-92a7-019204392251,"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. 'Donald Trump doesn't.'",Tim Kaine,03/24/2019,"abortion,climate change,education,gays and lesbians,immigration",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ef2db850-60cb-520c-86e2-227af2d61bdb,"'We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.'",Frederica Wilson,03/24/2019,"education,environment",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/42887bab-27ba-5456-bb3d-90f62851839a,"Says Hillary Clinton and Tim Kaine 'want to shut down shale, and shut down natural gas.'",Donald Trump,03/23/2019,"climate change,economy,energy,environment,jobs,public health,regulation,water",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5a28da5f-3bbd-5574-832a-3114a106716a,"'There is no reason for these massive, deadly and costly forest fires in California except that forest management is so poor.'",Donald Trump,03/23/2019,"environment,federal budget,fires,state government spending",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/7243579d-24ed-5a06-962b-f65372693d51,"'DEP has 2,812 employees, the lowest level since the mid-’80s.'",Jeff Tittel,03/23/2019,"climate change,environment,state budget,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/af5ac3d6-6f49-5b7d-8c6c-5aa6c1d83ea7,Californians pay 'the highest electricity bills' in the nation.,John Cox,03/23/2019,"energy,gas prices,state budget,state finances,state government spending,states,taxes,the 2018 california governor 's race",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/132a9351-9f28-5fa1-849a-c7130f67377f,The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month.,Hillsborough Area Regional Transit,03/22/2019,"economy,energy,infrastructure,taxes,transportation,urban",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/19634e05-ec90-5eb0-bcf7-1f657341f98a,'The problem with invasive species today in the Great Lakes isn’t ballast water.',Steve LaTourette,03/22/2019,"environment,jobs,transportation",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/1999699f-7c67-5a88-ba9c-60d31b880eac,"Says 'New Jersey’s $1 billion horse racing industry … employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.'",Raymond Lesniak,03/22/2019,"environment,gambling,jobs,state finances",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/2ed5bcb3-8852-5846-8fa5-32145db65014,"'Since President Obama took office, gas prices have gone up 67 percent.'",Johnny Isakson,03/22/2019,"cap and trade,climate change,economy,gas prices",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/381f4099-e4bd-54cc-9c50-3077d9df7f5e,"'The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.'",Jonathan Boucher,03/22/2019,"climate change,congress,economy,energy,environment,jobs,workers",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/46dfa6c4-531b-59c7-9925-aed0bac198f8,"Gas prices have gone up 99 percent since Obama became president, 'the highest gas price increase since Carter.'",National Republican Congressional Committee,03/22/2019,"economy,energy,gas prices",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/49238b65-e412-5fac-b03f-2ba46bc9d275,"Every time the price of gasoline rises 1 cent, 'it's a billion dollars out of our economy that goes to Saudi Arabia.'",Tommy Thompson,03/22/2019,"corrections and updates,economy,energy,iraq",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/5db4a9ca-7ea0-508d-9b2b-8d6443043219,"'$120,000 will be spent by taxpayers on Charlie Crist's political photo-op special session.'",Marco Rubio,03/22/2019,"oil spill,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/891d80c5-7bb5-58d9-bba1-f20e442d440b,'Under the previous administration it was … $100 to fill a car. American energy has delivered. Now it's $60. That’s $40 you have in your pocket … that you wouldn’t have.',Ryan Zinke,03/22/2019,"economy,energy,gas prices",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/95583291-849a-56a5-9023-9e7071591c2a,"'Last year, American oil production reached its highest level since 2003.'",Barack Obama,03/22/2019,"economy,energy,history",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/98a46272-8731-5a9c-a397-356316128711,"'In an average grocery store, roughly 75 percent of processed foods contain genetically modified organisms, or GMOs.'",Donna Nesselbush,03/22/2019,"agriculture,animals,consumer safety,economy,environment,government regulation,public health,science,technology",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/aac2456a-fc7e-5ee0-9c8c-e63f18b534f0,'The Railroad Commission of Texas has nothing to do with railroads.',Roman McAllen,03/22/2019,"energy,history,transportation",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/b9254800-de7b-50ad-82cd-160b23f8d1de,Says excessive speculation is pushing up oil prices and a recent report estimates it 'adds 56 cents to every gallon of gasoline siphoned from the pump.',Sherrod Brown,03/22/2019,"economy,energy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/08eddf1e-a647-501c-88b8-cd604e534fe4,"'Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.'",Facebook posts,03/21/2019,"climate change,education,energy,environment,health care,states,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1ed5ddda-c723-50f5-baac-37983378cf60,'We have had over 40 days this summer where it was unsafe to breathe the air.',Jennette Gayer,03/21/2019,"environment,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/2744d2c0-d0b7-571a-806f-76a337c25b4d,"Says Foxconn 'is under investigation in mainland China for securities fraud, environmental fraud and labor fraud.'",Matt Flynn,03/21/2019,"china,environment,financial regulation,jobs,labor,legal issues,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4089b3bc-c190-53a0-9713-aaed77cab53a,'Lake Erie supports nearly 10 percent of Ohio's jobs and generates $750 million in state and local taxes.',Betty Sutton,03/21/2019,"economy,environment,federal budget,tourism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/61dc8845-d1e4-52c3-b456-577eeafdea1e,'Not one Republican has the guts to recognize that climate change is real.',Bernie Sanders,03/21/2019,"cap and trade,climate change,debates,economy,energy,environment,government regulation,jobs,negative campaigning,polls and public opinion,public safety",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/7d871f49-5bb7-5d15-8d68-77db9851a524,"Says 
'With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.'",National Republican Congressional Committee,03/21/2019,"climate change,congress,economy,energy,environment,regulation,voting record",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/831d60f1-f3c0-5fcf-bd53-d2f5ecf37b38,"Sherrod Brown opposed blocking a new EPA emissions rule, 'despite acknowledging that the EPA's cap-and-trade regulations are ‘burdensome’ and could harm economic growth in Ohio.'",Josh Mandel,03/21/2019,"economy,environment,government regulation,jobs",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/86599453-3717-521b-81bf-b53d793fd8fb,"'The Earth is 6,000 years old, that’s a fact.'",Jesse Kremer,03/21/2019,"education,environment,religion,science",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/d5106d10-a4d9-5816-ab38-886b96ef1177,"'For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.'",Barack Obama,03/21/2019,"economy,energy,trade",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/db329164-1f0e-5da9-be38-ae8a8e60c948,Says 'President Obama’s proposed oil tax would cost consumers 24 cents a gallon.',Paul Ryan,03/21/2019,"energy,gas prices,taxes,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/dea7174f-d665-5da5-acaf-e25d7b2ce189,'People who wash cars at home will use approximately 80 percent more water than they do in a car wash.',Helio Melo,03/21/2019,"environment,state budget,taxes,water",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/e61c91f0-a54f-53ba-b8db-eeb5eb0c3d20,The Arab Spring … 'drove up gas prices.',Barack Obama,03/21/2019,"economy,energy,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/09712a24-9ec0-587b-b052-008222bcf8f3,The oceans 'have become 30 percent more acidic.',Sheldon Whitehouse,03/20/2019,"animals,climate change,economy,energy,environment,history,public health,science,weather",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/2687e001-7565-585f-ba61-6f97f8266ddd,Says Virginia economic development officials 'decided they didn’t want to bid on' his company's electric automobile plant.,Terry McAuliffe,03/20/2019,"candidate biography,china,economy,energy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/4067c5dd-a888-5b68-a6f9-1cf1904d940f,California’s deadly wildfires 'would never happen' with 'proper Forest Management.',Donald Trump,03/20/2019,"environment,fires,government regulation,public safety,state government spending",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/51b7b8b8-cfac-5d0a-a0e2-1fe25d2b4567,Says the Panhandle has had its highest-ever bed tax collections in 2011.,Rick Scott,03/20/2019,"economy,oil spill,tourism",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/6c0820cd-ed58-5b96-a1ef-dc55d9ccdacc,"'18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.'",Alberta Darling,03/20/2019,"animals,environment,recreation,state finances",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/6c41358f-4c36-51e1-865d-0a626daad82d,"'In the 18th Congressional District, 100% of electric generation comes from coal.'",Bob Gibbs,03/20/2019,"cap and trade,climate change,economy,energy",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/77a908d9-60ff-538d-9fb0-b2bb269434de,"In the 2011 legislative session, DEQ's budget was cut 18.5 percent — a disproportionate cut compared to other natural resource agencies.",Oregon Environmental Council-Oregon Business Association,03/20/2019,"environment,government regulation,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/77e78961-44f5-5293-9880-d917a2f3050f,'California is growing a hell of a lot faster than Texas.',Jerry Brown,03/20/2019,"climate change,economy,jobs",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ae49a529-521f-5620-89da-fd9068f0e81e,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit 'unlimited carbon pollution into our air',League of Conservation Voters,03/20/2019,"climate change,energy,environment,transportation",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/afdad156-079e-50ce-87a8-e3c12e3fabb4,"'The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.'",Hillary Clinton,03/20/2019,"climate change,economy,energy,government regulation,regulation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/bd0d204e-db3d-5d1d-a723-3d3c12181859,"'The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.'",John Boehner,03/20/2019,"climate change,economy,energy,jobs",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/beae3ec4-6ae8-5835-a62c-2f84916c026f,Says Sen. Thad Cochran 'voted to spend hundreds of millions of dollars on ... the Bridge to Nowhere in Alaska instead of shifting the money to repair a bridge damaged by Hurricane Katrina.',Chris Chocola,03/20/2019,"federal budget,infrastructure,transportation,weather",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/c2073ca6-1921-5dad-9514-8e07b333c915,'And the revenue generated by drilling off Virginia’s coast? $40 million over 10 years.',Jim Moran,03/20/2019,"energy,state finances",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/c622913c-7695-5ae9-9662-0e20bc26dec7,"'Over 3 million Americans are employed in the growing green-collar workforce,' which is more than the number 'of people working in the fossil fuel industry.'",Tammy Baldwin,03/20/2019,"economy,energy,environment,jobs,transportation",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/d5deea21-29fa-5515-8b5b-06488c4f7327,"'The day President Obama took office, gasoline was $1.79 a gallon.'",Michele Bachmann,03/20/2019,"economy,energy,gas prices",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/d964f244-bff3-5d4e-b6e0-05e191470bdb,'Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.',Jerry Brown,03/20/2019,"climate change,energy,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0d386971-e3d7-50dc-a29b-a046b74b5c21,A recent study of a proposed cap-and-trade policy’s effect on Wisconsin consumers showed it could 'raise gasoline prices by 141 percent and electricity rates by 171 percent' by 2030.,Ron Johnson,03/19/2019,"economy,environment,gas prices",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1fd82815-bf9f-58ca-9f2b-f80950e14caf,'The study of the Savannah River Estuary . . . clearly demonstrates the project can be constructed and [environmental] impacts will be mitigated.',Curtis Foltz,03/19/2019,"environment,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/297108bb-9166-5fed-9b89-7851ec8636a0,"'There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.'",Sherrod Brown,03/19/2019,"economy,energy,environment,jobs",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/2a051a2b-6efa-5755-8740-751ca9a1431e,"'In recent years, menhaden numbers along our coast have plummeted by 90 percent.'",Pew Environment Group,03/19/2019,"animals,economy,environment,regulation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/348d830c-4f69-5c1f-865b-bad1a485ec3a,"Woonsocket needs a garbage-burning power plant because 'residents are paying through the nose for electricity that’s fueled by foreign oil, at prices that are skyrocketing.'",Jon Brien,03/19/2019,"economy,energy,environment",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/3495b0b5-3aff-578d-bab2-66a66a1a588e,"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",Donna Campbell,03/19/2019,"cap and trade,climate change,economy,health care,message machine 2010",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/370d4b59-db97-5f1a-b98a-6a799a8b400e,"Says Texas General Land Office “has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.'",Jerry Patterson,03/19/2019,"children,education,energy,state budget",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/37647a29-564f-580c-8ad3-f45291b2f78c,"'Every time the weight of that vehicle is reduced by a hundred pounds, your chances of dying are going to go up by about 5 percent. Peel three hundred pounds off – you’re 15 percent more likely to die in that car.'",Lars Larson,03/19/2019,"energy,environment,regulation,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/386a8389-9dff-5b01-8627-791a88f06cfd,'Ohio’s electricity rates are 10 percent below the national average.',Ted Strickland,03/19/2019,"economy,elections,energy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4307c801-5bb1-5e66-875e-ef5770a2dad2,'There are more oil rigs in operation in the United States than the rest of the world combined.',David Cicilline,03/19/2019,"corporations,debt,economy,energy,environment,federal budget,gas prices,government regulation,infrastructure",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/5e68b613-49d6-5abd-95f6-16fc1a509020,Drilling for oil on the Outer Continental Shelf and in parts of Alaska will  'immediately reduce our dangerous dependence on foreign oil.',Rob Portman,03/19/2019,"economy,energy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/609a1f81-ab46-5d91-91ec-c4a95289ae9b,'We now have more jobs in solar than we do in oil.',Hillary Clinton,03/19/2019,"economy,energy,environment,jobs,labor",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/61e70498-1dc6-5645-bd15-e5a8d79a6da4,Says 'the area damaged by Hurricane Sandy represents roughly 10 percent of our nation's economy.',Rodney Frelinghuysen,03/19/2019,"economy,weather",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/7381d4b5-4111-559f-9745-f61b5e05f2ac,'Mayor White has major stake in Barnett Shale production company.',Farouk Shami,03/19/2019,"economy,energy,environment,transparency",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/84d6c1aa-613d-5798-8869-078018254738,"'Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what it’s for? House Bill 2.'",Roy Cooper,03/19/2019,"gays and lesbians,natural disasters,sexuality,state budget,state finances,states,weather",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9d15507b-a80c-58ac-811e-966a58f6f891,"“We’re making more than ever off oil and gas right now, but it’s no secret that oil production in Texas peaked in the 1970s.”",Jerry Patterson,03/19/2019,"children,education,energy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/a769cf77-b24f-5b7c-8139-d800c9e23365,The ocean is now 'much more acidic . . . than it has been for many millions of years.',Al Gore,03/19/2019,"animals,climate change,economy,energy,environment,history,population,public health,science,weather",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/aa9e49e7-1a22-5e02-bd91-743b31804579,"Says Joe Manchin 'strongly supported and voted for Hillary Clinton after she said, ‘We’re going to put a lot of coal miners and coal companies out of work.’'",Patrick Morrisey,03/19/2019,"candidate biography,economy,energy,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/b03f00bc-51f3-5d1b-b2d5-4e6292f8a386,'We have more natural gas than Saudi Arabia has oil.',Tommy Thompson,03/19/2019,"energy,environment,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/c40d9996-9fa5-5cde-8a3a-8c2dbd01a44a,Says 'Hillary Clinton set aside environmental and labor rules to help a South Korean company with a record of violating workers’ rights set up what amounts to a sweatshop in Haiti.',Donald Trump,03/19/2019,"corrections and updates,environment,labor,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/d6420658-5e14-5b6b-8f1b-c6f505a5f4d8,Claims Joe Biden said 'coal is more dangerous than terrorists.',Mitt Romney,03/19/2019,"economy,energy,environment,jobs",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/d79737a1-9f09-5ce9-8516-fe2a26ef74a9,"Says that as Massachusetts governor, Mitt Romney 'condemned coal-fired plants, saying they kill people.'",Barack Obama,03/19/2019,"economy,energy,environment",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ddd0e86c-9e8a-526e-bb75-ebc8f1d800a3,Says President Obama's decision to not issue a permit for the Keystone XL pipeline meant 'we were denied the ability immediately to reduce prices at the pump.',Mike Dovilla,03/19/2019,"climate change,economy,energy,gas prices",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/e8a9d0a5-7cb7-5f98-afad-13afb0b6986b,"A bill to cap carbon emissions 'could cost Ohio 100,000 jobs.'",Rob Portman,03/19/2019,"cap and trade,climate change,economy,energy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/f7c44990-893d-53ec-90cb-9c5e638177e9,"'Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.'",James Langevin,03/19/2019,"economy,energy,environment",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/f920c358-99f6-560b-8dc4-29375ff0c6bd,California has 'robust job growth that outpaces the rest of the nation.',Kevin de León,03/19/2019,"climate change,economy,energy,jobs",politifact,MIXTURE
